40, 1, 4.0, 3.0, 193, 24, 15, 10
41, 1, 1.0, 1.0, 41, 5, 3, 13
42, 1, 4.0, 4.0, 285, 22, 14, 17
43, 1, 3.0, 3.0, 143, 16, 8, 16
44, 1, 4.0, 4.0, 314, 33, 28, 7
45, 1, 4.0, 4.0, 326, 27, 20, 11
46, 1, 4.0, 4.0, 307, 33, 11, 25
47, 1, 4.0, 4.0, 316, 28, 18, 13
48, 1, 6.0, 5.0, 562, 38, 33, 8
49, 1, 3.0, 3.0, 317, 42, 27, 7
50, 1, 2.0, 3.0, 83, 10, 4, 20
51, 1, 5.0, 4.0, 577, 22, 13, 42
52, 1, 3.0, 4.0, 241, 27, 15, 12
53, 1, 4.0, 4.0, 434, 38, 27, 11
54, 1, 5.0, 5.0, 424, 50, 30, 7
55, 1, 4.0, 4.0, 239, 31, 11, 19
56, 1, 5.0, 5.0, 469, 102, 22, 15
57, 1, 5.0, 4.0, 293, 55, 23, 8
58, 1, 4.0, 3.0, 204, 26, 14, 11
59, 1, 4.0, 4.0, 445, 52, 22, 15
60, 1, 2.0, 2.0, 68, 13, 6, 10
61, 1, 4.0, 4.0, 305, 36, 23, 6
62, 1, 4.0, 4.0, 288, 27, 14, 16
63, 1, 4.0, 4.0, 291, 32, 17, 13
64, 1, 4.0, 3.0, 222, 18, 6, 36
65, 1, 5.0, 4.0, 426, 49, 24, 13
66, 1, 5.0, 4.0, 372, 51, 25, 9
67, 1, 4.0, 4.0, 294, 33, 20, 9
68, 1, 5.0, 4.0, 401, 49, 33, 6
69, 1, 3.0, 4.0, 244, 18, 18, 9
70, 1, 6.0, 6.0, 430, 73, 28, 11
71, 1, 5.0, 5.0, 443, 33, 21, 16
72, 1, 5.0, 5.0, 535, 98, 25, 16
73, 1, 4.0, 4.0, 407, 46, 21, 15
74, 1, 4.0, 3.0, 302, 24, 29, 6
75, 1, 4.0, 4.0, 348, 47, 21, 11
76, 1, 4.0, 4.0, 307, 50, 19, 12
77, 1, 5.0, 5.0, 536, 77, 47, 5
78, 1, 5.0, 5.0, 456, 42, 33, 5
79, 1, 5.0, 5.0, 382, 37, 18, 17
80, 1, 4.0, 4.0, 409, 44, 21, 15
81, 1, 4.0, 4.0, 369, 40, 16, 20
82, 1, 4.0, 4.0, 284, 43, 23, 7
83, 1, 3.0, 4.0, 210, 21, 9, 21
84, 1, 3.0, 3.0, 203, 12, 11, 15
85, 1, 5.0, 5.0, 558, 59, 31, 12
86, 1, 4.0, 4.0, 421, 83, 28, 9
87, 1, 5.0, 5.0, 430, 43, 39, 3
88, 1, 4.0, 5.0, 443, 39, 19, 19
89, 1, 3.0, 3.0, 232, 28, 29, 5
90, 1, 3.0, 4.0, 232, 28, 9, 24
91, 1, 4.0, 4.0, 233, 32, 15, 12
92, 1, 5.0, 6.0, 664, 74, 51, 5
93, 1, 5.0, 6.0, 547, 99, 22, 19
94, 1, 4.0, 4.0, 321, 32, 25, 7
95, 1, 5.0, 5.0, 470, 40, 36, 6
96, 1, 3.0, 4.0, 230, 30, 15, 11
97, 1, 4.0, 4.0, 299, 36, 21, 9
98, 1, 5.0, 6.0, 414, 45, 34, 8
99, 1, 4.0, 4.0, 359, 30, 20, 13
100, 1, 3.0, 4.0, 236, 16, 17, 9
101, 1, 5.0, 5.0, 475, 50, 40, 4
102, 1, 4.0, 4.0, 331, 36, 26, 8
103, 1, 5.0, 4.0, 409, 40, 18, 19
104, 1, 5.0, 5.0, 404, 51, 21, 14
105, 1, 4.0, 5.0, 546, 43, 34, 9
106, 1, 5.0, 6.0, 370, 59, 30, 6
107, 1, 5.0, 5.0, 637, 94, 52, 5
108, 1, 4.0, 4.0, 377, 34, 21, 13
109, 1, 4.0, 4.0, 351, 23, 24, 8
110, 1, 3.0, 3.0, 238, 22, 13, 16
111, 1, 6.0, 5.0, 41, 8, 3, 13
112, 1, 5.0, 4.0, 413, 53, 29, 8
113, 1, 4.0, 4.0, 328, 34, 28, 6
114, 1, 4.0, 4.0, 410, 59, 24, 11
115, 1, 5.0, 4.0, 529, 21, 29, 10
116, 1, 2.0, 2.0, 53, 11, 4, 13
117, 1, 4.0, 4.0, 323, 31, 25, 8
118, 1, 6.0, 6.0, 445, 66, 28, 11
119, 1, 5.0, 5.0, 503, 29, 37, 7
120, 1, 4.0, 4.0, 379, 36, 20, 13
121, 1, 4.0, 4.0, 368, 16, 17, 17
122, 1, 5.0, 4.0, 542, 69, 29, 13
123, 1, 5.0, 5.0, 414, 54, 29, 8
124, 1, 4.0, 3.0, 274, 20, 9, 29
125, 1, 3.0, 2.0, 176, 19, 1, 176
126, 1, 4.0, 4.0, 281, 30, 10, 26
127, 1, 4.0, 5.0, 408, 53, 23, 12
128, 1, 5.0, 4.0, 41, 8, 3, 13
129, 1, 5.0, 5.0, 423, 29, 26, 10
130, 1, 5.0, 5.0, 588, 92, 39, 8
131, 1, 5.0, 5.0, 428, 47, 24, 12
132, 1, 6.0, 5.0, 437, 83, 25, 11
133, 1, 5.0, 5.0, 520, 33, 44, 4
134, 1, 5.0, 5.0, 405, 51, 24, 10
135, 1, 3.0, 4.0, 262, 27, 11, 21
136, 1, 4.0, 5.0, 564, 36, 41, 6
137, 1, 3.0, 4.0, 247, 24, 8, 30
138, 1, 4.0, 6.0, 43, 7, 3, 14
139, 1, 3.0, 4.0, 184, 16, 12, 13
140, 1, 4.0, 5.0, 360, 52, 30, 6
141, 1, 5.0, 5.0, 583, 69, 33, 11
142, 1, 5.0, 5.0, 394, 69, 24, 11
143, 1, 3.0, 4.0, 306, 28, 19, 11
144, 1, 4.0, 5.0, 442, 49, 31, 8
145, 1, 5.0, 5.0, 362, 84, 24, 10
146, 1, 3.0, 3.0, 185, 12, 3, 61
147, 1, 6.0, 6.0, 599, 75, 39, 7
148, 1, 5.0, 4.0, 307, 23, 17, 14
149, 1, 4.0, 4.0, 437, 41, 20, 17
150, 1, 4.0, 4.0, 305, 31, 24, 7
151, 1, 4.0, 4.0, 246, 19, 7, 34
152, 1, 3.0, 3.0, 172, 22, 11, 13
153, 1, 5.0, 4.0, 46, 3, 4, 10
154, 1, 6.0, 6.0, 430, 67, 33, 6
155, 1, 5.0, 5.0, 452, 60, 28, 9
156, 1, 4.0, 4.0, 346, 33, 29, 6
157, 1, 5.0, 4.0, 459, 64, 29, 8
158, 1, 5.0, 4.0, 352, 63, 26, 8
159, 1, 5.0, 5.0, 475, 70, 37, 6
160, 1, 4.0, 4.0, 285, 24, 21, 9
161, 1, 5.0, 5.0, 420, 48, 30, 8
162, 1, 6.0, 6.0, 543, 75, 29, 12
163, 1, 4.0, 4.0, 233, 44, 22, 6
164, 1, 4.0, 4.0, 247, 37, 9, 26
165, 1, 4.0, 5.0, 378, 42, 30, 7
166, 1, 4.0, 6.0, 550, 62, 33, 9
167, 1, 4.0, 4.0, 342, 23, 20, 13
168, 1, 5.0, 4.0, 448, 62, 16, 24
169, 1, 3.0, 3.0, 151, 27, 10, 13
170, 1, 4.0, 4.0, 337, 32, 21, 11
171, 1, 4.0, 4.0, 323, 24, 5, 63
172, 1, 4.0, 4.0, 257, 23, 6, 41
173, 1, 4.0, 4.0, 256, 23, 12, 19
174, 1, 4.0, 4.0, 349, 29, 25, 10
175, 1, 4.0, 4.0, 332, 41, 21, 12
176, 1, 5.0, 5.0, 390, 46, 20, 14
177, 1, 4.0, 4.0, 329, 26, 23, 8
178, 1, 4.0, 4.0, 274, 24, 20, 9
179, 1, 4.0, 4.0, 276, 54, 23, 9
180, 1, 5.0, 5.0, 444, 33, 30, 8
181, 1, 5.0, 5.0, 447, 83, 30, 8
182, 1, 4.0, 4.0, 297, 19, 17, 14
183, 1, 4.0, 4.0, 404, 43, 26, 10
184, 1, 4.0, 4.0, 388, 23, 16, 21
185, 1, 4.0, 4.0, 466, 47, 28, 10
186, 1, 4.0, 4.0, 336, 39, 22, 10
187, 1, 3.0, 2.0, 112, 10, 3, 37
188, 1, 5.0, 4.0, 414, 38, 23, 13
189, 1, 3.0, 3.0, 127, 23, 20, 3
190, 1, 5.0, 5.0, 327, 45, 23, 9
191, 1, 4.0, 4.0, 248, 30, 16, 12
192, 1, 6.0, 5.0, 490, 52, 39, 7
193, 1, 4.0, 4.0, 399, 58, 29, 7
194, 1, 5.0, 5.0, 529, 59, 34, 8
195, 1, 2.0, 3.0, 126, 12, 9, 12
196, 1, 4.0, 4.0, 384, 30, 28, 8
197, 1, 5.0, 5.0, 532, 42, 25, 16
198, 1, 5.0, 5.0, 427, 71, 23, 12
199, 1, 5.0, 6.0, 35, 10, 4, 8
200, 1, 4.0, 4.0, 368, 40, 27, 8
201, 1, 4.0, 5.0, 401, 60, 27, 9
202, 1, 4.0, 4.0, 376, 43, 28, 9
203, 1, 5.0, 5.0, 508, 41, 27, 13
204, 1, 5.0, 5.0, 377, 42, 33, 5
205, 1, 5.0, 5.0, 581, 61, 47, 3
206, 1, 5.0, 5.0, 364, 55, 25, 10
207, 1, 4.0, 4.0, 288, 33, 25, 6
208, 1, 3.0, 3.0, 150, 32, 10, 13
209, 1, 3.0, 3.0, 164, 15, 8, 18
210, 1, 4.0, 5.0, 379, 61, 26, 8
211, 1, 3.0, 3.0, 191, 22, 12, 14
212, 1, 3.0, 4.0, 271, 16, 20, 9
213, 1, 4.0, 4.0, 321, 15, 20, 11
214, 1, 4.0, 4.0, 310, 46, 14, 19
215, 1, 5.0, 5.0, 557, 94, 28, 13
216, 1, 4.0, 4.0, 402, 26, 20, 16
217, 1, 5.0, 5.0, 530, 51, 39, 5
218, 1, 4.0, 4.0, 45, 5, 4, 11
219, 1, 4.0, 5.0, 397, 41, 23, 10
220, 1, 5.0, 5.0, 430, 63, 41, 5
221, 1, 3.0, 3.0, 207, 22, 19, 6
222, 1, 5.0, 4.0, 446, 63, 27, 10
223, 1, 4.0, 4.0, 434, 39, 14, 27
224, 1, 4.0, 4.0, 40, 6, 3, 13
225, 1, 6.0, 6.0, 547, 57, 43, 5
226, 1, 4.0, 4.0, 248, 26, 19, 8
227, 1, 5.0, 4.0, 368, 37, 27, 7
228, 1, 4.0, 4.0, 292, 31, 11, 24
229, 1, 4.0, 4.0, 282, 16, 24, 4
230, 1, 5.0, 4.0, 458, 45, 31, 8
231, 1, 4.0, 4.0, 280, 34, 23, 6
232, 1, 6.0, 6.0, 547, 72, 36, 7
233, 1, 4.0, 3.0, 193, 33, 9, 19
234, 1, 4.0, 4.0, 410, 50, 32, 7
235, 1, 3.0, 4.0, 298, 35, 19, 11
236, 1, 3.0, 3.0, 201, 10, 10, 17
237, 1, 4.0, 4.0, 317, 42, 17, 15
238, 1, 4.0, 5.0, 328, 29, 13, 21
239, 1, 5.0, 4.0, 448, 52, 21, 14
240, 1, 4.0, 4.0, 255, 31, 19, 10
241, 1, 4.0, 5.0, 247, 25, 12, 18
242, 1, 4.0, 5.0, 440, 50, 31, 7
243, 1, 5.0, 6.0, 632, 42, 34, 12
244, 1, 4.0, 3.0, 352, 16, 15, 20
245, 1, 4.0, 3.0, 168, 16, 7, 22
246, 1, 5.0, 6.0, 655, 75, 44, 6
247, 1, 4.0, 4.0, 414, 36, 28, 8
248, 1, 4.0, 5.0, 485, 37, 40, 6
249, 1, 5.0, 4.0, 341, 55, 23, 9
250, 1, 5.0, 5.0, 311, 32, 24, 7
251, 1, 5.0, 4.0, 566, 49, 27, 16
252, 1, 5.0, 4.0, 410, 45, 26, 11
253, 1, 3.0, 3.0, 236, 23, 14, 13
254, 1, 5.0, 5.0, 586, 41, 31, 11
255, 1, 4.0, 4.0, 327, 29, 23, 8
256, 1, 4.0, 4.0, 291, 23, 15, 15
257, 1, 4.0, 4.0, 435, 33, 20, 17
258, 1, 6.0, 5.0, 528, 73, 26, 15
259, 1, 4.0, 5.0, 441, 60, 27, 11
260, 1, 4.0, 3.0, 314, 36, 30, 5
261, 1, 4.0, 5.0, 444, 52, 30, 8
262, 1, 4.0, 4.0, 293, 23, 12, 21
263, 1, 5.0, 5.0, 526, 64, 30, 11
264, 1, 4.0, 4.0, 378, 48, 18, 16
265, 1, 5.0, 6.0, 408, 36, 36, 4
266, 1, 6.0, 5.0, 404, 71, 25, 11
267, 1, 5.0, 5.0, 456, 69, 23, 16
268, 1, 4.0, 4.0, 269, 39, 17, 11
269, 1, 5.0, 4.0, 404, 42, 21, 14
270, 1, 4.0, 4.0, 393, 25, 26, 8
271, 1, 4.0, 4.0, 324, 34, 20, 10
272, 1, 5.0, 5.0, 529, 53, 39, 5
273, 1, 4.0, 4.0, 295, 21, 11, 24
274, 1, 4.0, 5.0, 391, 54, 27, 8
275, 1, 6.0, 5.0, 393, 65, 27, 10
276, 1, 4.0, 4.0, 265, 26, 17, 12
277, 1, 4.0, 5.0, 419, 47, 23, 13
278, 1, 4.0, 4.0, 301, 44, 22, 8
279, 1, 5.0, 5.0, 438, 72, 34, 6
280, 1, 5.0, 5.0, 401, 48, 34, 6
281, 1, 4.0, 3.0, 228, 29, 16, 10
282, 1, 4.0, 4.0, 317, 48, 20, 11
283, 1, 3.0, 3.0, 224, 20, 11, 18
284, 1, 4.0, 4.0, 307, 27, 15, 18
285, 1, 6.0, 5.0, 556, 54, 29, 13
286, 1, 2.0, 2.0, 65, 5, 4, 15
287, 1, 6.0, 6.0, 562, 82, 32, 11
288, 1, 4.0, 4.0, 348, 36, 26, 8
289, 1, 5.0, 5.0, 404, 53, 21, 14
290, 1, 6.0, 5.0, 550, 73, 29, 12
291, 1, 5.0, 6.0, 441, 72, 32, 6
292, 1, 6.0, 5.0, 525, 75, 36, 8
293, 1, 4.0, 4.0, 245, 21, 17, 10
294, 1, 5.0, 5.0, 467, 40, 26, 12
295, 1, 5.0, 5.0, 346, 43, 25, 9
296, 1, 5.0, 5.0, 514, 41, 23, 17
297, 1, 4.0, 5.0, 468, 56, 29, 10
298, 1, 4.0, 4.0, 379, 43, 26, 8
299, 1, 4.0, 4.0, 338, 29, 21, 10
300, 1, 4.0, 4.0, 504, 56, 38, 6
301, 1, 5.0, 4.0, 360, 40, 29, 5
302, 1, 5.0, 5.0, 573, 103, 45, 6
303, 1, 5.0, 5.0, 456, 47, 28, 8
304, 1, 4.0, 5.0, 539, 48, 26, 15
305, 1, 5.0, 5.0, 496, 49, 26, 14
306, 1, 4.0, 4.0, 454, 44, 31, 9
307, 1, 5.0, 4.0, 352, 34, 26, 8
308, 1, 3.0, 3.0, 128, 7, 2, 64
309, 1, 4.0, 5.0, 398, 31, 17, 19
310, 1, 5.0, 5.0, 367, 63, 17, 17
311, 1, 5.0, 4.0, 355, 36, 27, 8
312, 1, 3.0, 4.0, 234, 15, 20, 8
313, 1, 5.0, 4.0, 369, 47, 21, 12
314, 1, 5.0, 5.0, 418, 64, 22, 14
315, 1, 4.0, 5.0, 542, 76, 29, 12
316, 1, 5.0, 5.0, 493, 97, 33, 9
317, 1, 4.0, 4.0, 397, 40, 21, 13
318, 1, 4.0, 5.0, 371, 57, 29, 6
319, 1, 4.0, 4.0, 325, 26, 12, 24
320, 1, 6.0, 6.0, 537, 68, 29, 12
321, 1, 4.0, 4.0, 328, 32, 16, 16
322, 1, 5.0, 5.0, 418, 33, 27, 9
323, 1, 4.0, 4.0, 333, 30, 20, 11
324, 1, 5.0, 4.0, 398, 38, 18, 18
325, 1, 4.0, 6.0, 657, 109, 41, 8
326, 1, 3.0, 3.0, 403, 23, 26, 9
327, 1, 4.0, 4.0, 343, 36, 30, 7
328, 1, 4.0, 4.0, 354, 23, 18, 16
329, 1, 6.0, 5.0, 652, 94, 36, 10
330, 1, 5.0, 5.0, 479, 53, 35, 6
331, 1, 4.0, 4.0, 297, 26, 20, 11
332, 1, 5.0, 4.0, 398, 38, 30, 8
333, 1, 5.0, 5.0, 46, 7, 4, 11
334, 1, 5.0, 4.0, 344, 35, 16, 17
335, 1, 6.0, 5.0, 540, 61, 36, 9
336, 1, 5.0, 5.0, 282, 54, 24, 7
337, 1, 4.0, 4.0, 216, 20, 9, 22
338, 1, 6.0, 5.0, 526, 66, 24, 16
339, 1, 4.0, 5.0, 352, 65, 29, 6
340, 1, 4.0, 4.0, 279, 33, 15, 15
341, 1, 5.0, 4.0, 458, 50, 27, 11
342, 1, 5.0, 4.0, 365, 49, 27, 7
343, 1, 5.0, 5.0, 433, 42, 18, 20
344, 1, 6.0, 6.0, 697, 67, 32, 13
345, 1, 4.0, 3.0, 261, 19, 12, 19
346, 1, 4.0, 4.0, 322, 26, 15, 18
347, 1, 4.0, 4.0, 266, 21, 15, 15
348, 1, 4.0, 4.0, 410, 42, 27, 8
349, 1, 4.0, 5.0, 356, 42, 33, 6
350, 1, 4.0, 3.0, 227, 17, 11, 18
351, 1, 3.0, 2.0, 127, 15, 10, 10
352, 1, 4.0, 4.0, 260, 37, 20, 8
353, 1, 3.0, 3.0, 219, 22, 13, 14
354, 1, 4.0, 4.0, 275, 37, 22, 7
355, 1, 4.0, 4.0, 259, 34, 17, 10
356, 1, 4.0, 3.0, 200, 33, 8, 23
357, 1, 1.0, 1.0, 8, 1, 1, 8
358, 1, 3.0, 3.0, 182, 20, 11, 14
359, 1, 5.0, 5.0, 541, 70, 44, 5
360, 1, 5.0, 5.0, 474, 62, 28, 10
361, 1, 4.0, 4.0, 263, 23, 10, 24
362, 1, 6.0, 5.0, 594, 96, 32, 13
363, 1, 4.0, 5.0, 452, 54, 28, 10
364, 1, 4.0, 4.0, 379, 27, 24, 10
365, 1, 4.0, 4.0, 40, 11, 2, 20
366, 1, 4.0, 5.0, 316, 50, 21, 10
367, 1, 4.0, 4.0, 244, 29, 18, 10
368, 1, 5.0, 5.0, 619, 84, 33, 11
369, 1, 4.0, 4.0, 329, 29, 24, 7
370, 1, 5.0, 5.0, 466, 64, 33, 7
371, 1, 4.0, 4.0, 280, 45, 19, 10
372, 1, 3.0, 4.0, 409, 48, 9, 43
373, 1, 2.0, 2.0, 159, 5, 5, 31
374, 1, 4.0, 4.0, 43, 7, 3, 14
375, 1, 5.0, 5.0, 463, 68, 30, 8
376, 1, 6.0, 5.0, 472, 49, 31, 9
377, 1, 5.0, 4.0, 467, 49, 28, 10
378, 1, 5.0, 5.0, 46, 6, 4, 11
379, 1, 5.0, 5.0, 476, 51, 36, 7
380, 1, 3.0, 4.0, 248, 24, 21, 8
381, 1, 6.0, 5.0, 495, 54, 30, 10
382, 1, 4.0, 4.0, 251, 22, 15, 13
383, 1, 5.0, 6.0, 621, 109, 37, 11
384, 1, 5.0, 5.0, 441, 37, 24, 11
385, 1, 4.0, 4.0, 317, 52, 19, 13
386, 1, 4.0, 3.0, 276, 31, 18, 10
387, 1, 4.0, 4.0, 305, 37, 20, 10
388, 1, 5.0, 5.0, 431, 44, 22, 13
389, 1, 6.0, 6.0, 540, 66, 33, 9
390, 1, 4.0, 4.0, 389, 38, 28, 10
391, 1, 4.0, 4.0, 42, 9, 4, 10
392, 1, 4.0, 3.0, 164, 12, 13, 9
393, 1, 3.0, 3.0, 173, 13, 10, 15
394, 1, 4.0, 3.0, 361, 33, 13, 25
395, 1, 5.0, 5.0, 567, 64, 36, 9
396, 1, 5.0, 5.0, 421, 44, 20, 17
397, 1, 4.0, 4.0, 426, 50, 20, 17
398, 1, 4.0, 4.0, 349, 40, 22, 10
399, 1, 3.0, 3.0, 158, 12, 8, 19
400, 1, 4.0, 4.0, 291, 34, 21, 10
401, 1, 4.0, 4.0, 485, 56, 32, 7
402, 1, 4.0, 4.0, 387, 30, 19, 17
403, 1, 4.0, 5.0, 40, 9, 3, 13
404, 1, 4.0, 4.0, 433, 51, 13, 30
405, 1, 4.0, 4.0, 377, 45, 29, 5
406, 1, 4.0, 4.0, 308, 37, 16, 15
407, 1, 4.0, 4.0, 348, 38, 16, 17
408, 1, 4.0, 4.0, 331, 27, 16, 16
409, 1, 6.0, 6.0, 498, 78, 28, 11
410, 1, 6.0, 4.0, 450, 50, 33, 8
411, 1, 4.0, 5.0, 405, 45, 24, 9
412, 1, 4.0, 4.0, 347, 32, 23, 11
413, 1, 3.0, 4.0, 340, 34, 25, 9
414, 1, 3.0, 3.0, 172, 11, 14, 9
415, 1, 4.0, 4.0, 258, 20, 10, 24
416, 1, 6.0, 6.0, 597, 111, 34, 11
417, 1, 3.0, 3.0, 218, 13, 20, 7
418, 1, 4.0, 4.0, 258, 38, 18, 9
419, 1, 3.0, 3.0, 215, 24, 11, 17
420, 1, 4.0, 3.0, 335, 22, 12, 25
421, 1, 4.0, 5.0, 507, 53, 29, 12
422, 1, 5.0, 4.0, 472, 53, 31, 8
423, 1, 5.0, 5.0, 485, 35, 24, 14
424, 1, 5.0, 4.0, 444, 49, 22, 15
425, 1, 6.0, 5.0, 514, 75, 37, 8
426, 1, 4.0, 4.0, 336, 30, 11, 29
427, 1, 5.0, 4.0, 42, 7, 5, 7
428, 1, 4.0, 4.0, 575, 41, 43, 4
429, 1, 5.0, 6.0, 492, 60, 29, 11
430, 1, 4.0, 4.0, 298, 38, 26, 5
431, 1, 6.0, 5.0, 485, 44, 35, 7
432, 1, 4.0, 3.0, 349, 18, 12, 26
433, 1, 6.0, 5.0, 621, 43, 32, 10
434, 1, 4.0, 4.0, 400, 49, 24, 11
435, 1, 4.0, 4.0, 43, 6, 4, 10
436, 1, 4.0, 4.0, 312, 36, 25, 7
437, 1, 5.0, 5.0, 443, 48, 16, 24
438, 1, 4.0, 4.0, 311, 24, 17, 14
439, 1, 4.0, 4.0, 411, 58, 25, 9
440, 1, 5.0, 5.0, 413, 61, 24, 12
441, 1, 4.0, 4.0, 287, 26, 8, 34
442, 1, 4.0, 4.0, 343, 50, 19, 15
443, 1, 4.0, 4.0, 238, 20, 12, 17
444, 1, 5.0, 5.0, 460, 79, 25, 13
445, 1, 6.0, 5.0, 530, 68, 36, 8
446, 1, 5.0, 4.0, 433, 52, 22, 14
447, 1, 1.0, 1.0, 23, 1, 1, 23
448, 1, 4.0, 3.0, 287, 25, 17, 13
449, 1, 4.0, 4.0, 382, 34, 25, 10
450, 1, 4.0, 3.0, 203, 25, 11, 16
451, 1, 4.0, 5.0, 416, 61, 34, 7
452, 1, 4.0, 4.0, 473, 39, 27, 13
453, 1, 2.0, 2.0, 90, 5, 3, 30
454, 1, 3.0, 4.0, 348, 28, 14, 22
455, 1, 5.0, 5.0, 495, 78, 31, 10
456, 1, 4.0, 5.0, 279, 40, 15, 16
457, 1, 4.0, 4.0, 294, 21, 13, 19
458, 1, 4.0, 4.0, 476, 62, 34, 7
459, 1, 4.0, 4.0, 352, 40, 31, 7
460, 1, 4.0, 4.0, 363, 38, 18, 16
461, 1, 4.0, 4.0, 440, 58, 29, 8
462, 1, 3.0, 4.0, 267, 20, 15, 15
463, 1, 4.0, 4.0, 311, 39, 24, 9
464, 1, 4.0, 5.0, 338, 39, 19, 13
465, 1, 4.0, 4.0, 321, 61, 21, 10
466, 1, 4.0, 4.0, 194, 26, 9, 19
467, 1, 4.0, 5.0, 377, 45, 23, 10
468, 1, 4.0, 4.0, 359, 37, 19, 14
469, 1, 4.0, 4.0, 264, 32, 27, 5
470, 1, 6.0, 6.0, 42, 10, 2, 21
471, 1, 3.0, 4.0, 280, 10, 16, 15
472, 1, 3.0, 3.0, 131, 12, 11, 8
473, 1, 5.0, 4.0, 41, 12, 3, 13
474, 1, 4.0, 4.0, 362, 33, 20, 13
475, 1, 3.0, 3.0, 182, 28, 10, 16
476, 1, 4.0, 4.0, 377, 46, 22, 12
477, 1, 5.0, 5.0, 472, 55, 34, 9
478, 1, 4.0, 4.0, 315, 31, 20, 11
479, 1, 5.0, 5.0, 476, 92, 27, 12
480, 1, 5.0, 4.0, 392, 53, 31, 7
481, 1, 5.0, 4.0, 410, 38, 14, 26
482, 1, 3.0, 4.0, 208, 35, 13, 13
483, 1, 5.0, 5.0, 506, 50, 35, 8
484, 1, 4.0, 5.0, 511, 54, 29, 11
485, 1, 4.0, 4.0, 315, 32, 17, 15
486, 1, 4.0, 4.0, 334, 36, 24, 9
487, 1, 4.0, 5.0, 523, 71, 30, 9
488, 1, 4.0, 4.0, 532, 43, 39, 7
489, 1, 4.0, 4.0, 367, 29, 12, 28
490, 1, 3.0, 4.0, 312, 29, 13, 20
491, 1, 4.0, 4.0, 279, 29, 13, 19
492, 1, 4.0, 5.0, 416, 63, 33, 7
493, 1, 4.0, 4.0, 311, 35, 22, 8
494, 1, 4.0, 5.0, 329, 48, 20, 11
495, 1, 5.0, 4.0, 670, 56, 33, 13
496, 1, 6.0, 6.0, 545, 73, 27, 12
497, 1, 4.0, 5.0, 416, 46, 36, 3
498, 1, 5.0, 5.0, 407, 67, 36, 5
499, 1, 4.0, 4.0, 360, 33, 26, 8
500, 1, 4.0, 3.0, 129, 17, 5, 25
501, 1, 4.0, 4.0, 238, 27, 10, 22
502, 1, 5.0, 5.0, 501, 71, 39, 6
503, 1, 5.0, 5.0, 413, 41, 28, 8
504, 1, 4.0, 3.0, 283, 12, 10, 25
505, 1, 6.0, 4.0, 642, 80, 49, 6
506, 1, 5.0, 4.0, 310, 49, 17, 14
507, 1, 6.0, 5.0, 407, 56, 18, 18
508, 1, 4.0, 3.0, 261, 33, 21, 8
509, 1, 4.0, 4.0, 260, 25, 14, 15
510, 1, 4.0, 4.0, 304, 16, 8, 36
511, 1, 4.0, 4.0, 390, 52, 27, 8
512, 1, 4.0, 4.0, 223, 27, 16, 10
513, 1, 4.0, 4.0, 312, 15, 15, 17
514, 1, 4.0, 4.0, 453, 58, 34, 6
515, 1, 4.0, 4.0, 390, 31, 27, 8
516, 1, 4.0, 4.0, 321, 39, 20, 11
517, 1, 6.0, 6.0, 516, 73, 33, 8
518, 1, 3.0, 3.0, 275, 15, 11, 22
